编号,店名,address,维度,经度,分区,分类,电话,类别
947206,创新电脑(高桥西路),金宇?彩虹嘉都(高桥西路南),30.09727318,119.9327378,杭州市;富阳区,购物;数码家电,15397157698,3997
947215,佳鑫图文(高桥西路),高桥镇高桥西路2号,30.09813902,119.9352952,杭州市;富阳区,生活服务;其它生活服务,18158108081,3997
947224,九牧卫浴(高桥西路),高桥西路27号附近,30.09761194,119.933517,杭州市;富阳区,购物;家具家居建材,18072738127,3997
947251,多乐士(高桥西路),银湖街道高桥西路12号,30.0981309,119.9341563,杭州市;富阳区,购物;家具家居建材,15067176695,3997
947305,高泰线与军峡线交叉口, ,30.19286736,119.888882,杭州市;富阳区,基础设施;路口, ,3997
947422,欧王漆(葛溪西路),葛溪西路61-6,29.97017892,119.7230975,杭州市;富阳区,购物;家具家居建材, ,2368
947917,嘉俊塑料有限公司,工厂路108号,29.97422854,119.7234771,杭州市;富阳区,公司企业;公司企业, ,2368
947953,浙大沙泥有限公司,共和北路288号,29.98358319,119.731206,杭州市;富阳区,公司企业;公司企业, ,2368
947962,星期天(共和南路),新登镇政府(共和街西),29.97007425,119.729687,杭州市;富阳区,购物;服饰鞋包, ,2368
948151,华诚便利店(工农路),富春街道工农路1号101室,30.05716408,119.9484111,杭州市;富阳区,购物;便利店, ,3997
948160,富阳园沙模具五金加工厂,富春街道工农路75号,30.05879065,119.9453058,杭州市;富阳区,公司企业;公司企业, ,3997
948178,宝妈工作室,工农路1-11,30.05701482,119.9480717,杭州市;富阳区,生活服务;其它生活服务, ,3997
948187,富阳读者服务中心,富春交通银行东北60米(工农路南),30.05685115,119.9497489,杭州市;富阳区,生活服务;其它生活服务,0571-58982383,3997
948484,杭州百芝医药公园西路店,富春中茂大酒店(文教北路东),30.06877214,119.9335793,杭州市;富阳区,医疗保健;药房药店,15258849278,3997
948493,中亚物资有限公司,公园西路1212号,30.06736002,119.9058169,杭州市;富阳区,公司企业;公司企业,0571-63235988,3997
948502,停车场,惠迪森药业有限公司(公园西路),30.06976133,119.8934074,杭州市;富阳区,汽车;停车场, ,3997
949510,秋月社区(桂花西路),桂花西路136,30.05114508,119.9378362,杭州市;富阳区,建筑房产;住宅小区, ,3997
949519,天马大厦(桂花路),桂花路28-5,30.05175714,119.9558086,杭州市;富阳区,建筑房产;商务楼宇,0571-63340742; 0571-63340797,3997
949528,那年那月(桂花路),桂花路56号,30.05150753,119.9513766,杭州市;富阳区,购物;服饰鞋包,0571-63100699,3997
949537,天音手机卖场(桂花西路),桂花西路25-8,30.05064705,119.9470538,杭州市;富阳区,购物;数码家电,18657325205,3997
949555,伟伟照相馆(桂花西路),桂花西路169,30.05071593,119.9373568,杭州市;富阳区,生活服务;摄影冲印,0571-63311236,3997
949564,杭州广核燃气有限公司,桂花西路56号,30.05147204,119.9446573,杭州市;富阳区,公司企业;公司企业, ,3997
949573,集团公司,桂花西路239号,30.05044482,119.9319723,杭州市;富阳区,公司企业;公司企业, ,3997
949591,晨阳商店,桂花西路243号,30.05044569,119.9314028,杭州市;富阳区,购物;其它购物, ,3997
949600,泽元房产,桂花西路257-41,30.04994551,119.9315227,杭州市;富阳区,生活服务;中介机构, ,3997
949609,拜托.小姐,桂花西路142号,30.05103384,119.9385255,杭州市;富阳区,购物;其它购物, ,3997
949618,恩波大道与桂花路交叉口, ,30.05130943,119.9505381,杭州市;富阳区,基础设施;路口, ,3997
949627,DECOSTER(桂花西路),桂花西路26-9,30.05106762,119.9467842,杭州市;富阳区,购物;服饰鞋包, ,3997
949636,简玛(桂花西路),桂花西路130-11,30.05115317,119.938895,杭州市;富阳区,购物;服饰鞋包,18968123588,3997
949645,多丽照相馆(桂花西路),桂花西路89号,30.05071061,119.9402833,杭州市;富阳区,生活服务;摄影冲印,0571-63360400,3997
949654,货箱包店,桂花西路与迎春路交叉口北50米,30.0510181,119.9416016,杭州市;富阳区,购物;服饰鞋包, ,3997
951040,盘龙山路与图山路交叉口, ,29.89637484,119.8581069,杭州市;富阳区,基础设施;路口, ,2124
951058,金星路与里山路交叉口, ,30.05126614,120.0655537,杭州市;富阳区,基础设施;路口, ,2124
951067,富阳彩云纸张销售有限公司,文教路与鹿山路交叉口西北150米,30.03516258,119.9334722,杭州市;富阳区,公司企业;公司企业, ,3997
951166,达夫路与后河西路交叉口, ,30.05110992,119.9546508,杭州市;富阳区,基础设施;路口, ,3997
951238,康健路与兴源路交叉口, ,30.00491469,120.0089045,杭州市;富阳区,基础设施;路口, ,2124
951517,横大线与蒋大线交叉口, ,29.98782107,119.8738545,杭州市;富阳区,基础设施;路口, ,3997
951526,景福寺,横大线旁边,29.9547874,119.8613701,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
951634,横链铁线与横铁线交叉口, ,30.08422494,119.8090208,杭州市;富阳区,基础设施;路口, ,3997
951643,易捷(横凉亭路),横凉亭路7,30.05011191,119.9270361,杭州市;富阳区,购物;便利店,0571-63369971,3997
951652,横龙线与横前线交叉口, ,29.84671326,119.9116966,杭州市;富阳区,基础设施;路口, ,2124
951679,横前线, ,29.8479294,119.9166565,杭州市;富阳区,基础设施;道路名, ,2124
951760,横桐线与孙油线交叉口, ,30.06125048,119.8446275,杭州市;富阳区,基础设施;路口, ,3997
951769,富阳市纸箱总厂,纸箱总厂(横桐线北200米),30.12973845,119.8382536,杭州市;富阳区,公司企业;公司企业, ,3997
952210,虹史线与徐樟线(旧)交叉口, ,29.91456935,120.0648757,杭州市;富阳区,基础设施;路口, ,2124
952282,车站面馆(鸿翔路),鸿翔路20号,30.0637168,119.9471226,杭州市;富阳区,美食;小吃快餐, ,3997
952417,沙县小吃(后拔路店),富春思恩堂东(儿童公园西南),30.05516018,119.9404927,杭州市;富阳区,美食;小吃快餐,18906509256,3997
952426,何意足浴店,后拔路92号,30.05514538,119.9429794,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
952435,富春酷跑,后拔路77号(紧邻樱花卫厨),30.05518646,119.9424301,杭州市;富阳区,购物;体育户外, ,3997
952480,杨后线, ,29.77636969,119.9817631,杭州市;富阳区,基础设施;道路名, ,2124
952525,后江路, ,30.0656087,119.9974488,杭州市;富阳区,基础设施;道路名, ,2124
952660,蓝莲花(后周路),育才西路427号1幢(银泰斜对面),30.06159913,119.935448,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,18258862516,3997
952669,足仙(后周路),后周路117号,30.06070079,119.9344491,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,15258845815,3997
952678,朝辉通信(后周路),后周路60,30.05891901,119.9355282,杭州市;富阳区,购物;数码家电,13868048498,3997
952687,富腾家政公司,后周路101号,30.06042111,119.9342593,杭州市;富阳区,生活服务;中介机构, ,3997
952696,异域香生煎烤饺小笼,后周路38,30.058409,119.9355382,杭州市;富阳区,美食;小吃快餐, ,3997
952705,真旺理发,后周路280号,30.06160784,119.9362072,杭州市;富阳区,生活服务;美容美发,13346199600,3997
953326,孙家果蔬苑(华虹路),华辰超市(华虹路北),30.05309463,119.9150999,杭州市;富阳区,购物;农贸市场,15336552566,3997
953335,富城楼梯制造厂,华虹路198号,30.0522702,119.9056581,杭州市;富阳区,公司企业;公司企业, ,3997
953425,富阳市国安交通设施工程有限公司,九重天生态农场北(桦木线东),30.06799772,120.0110837,杭州市;富阳区,公司企业;公司企业, ,2124
953506,红玫瑰花艺(花坞南路),桂花路9-13,30.05100202,119.9579047,杭州市;富阳区,购物;花鸟鱼虫,15968856050,3997
954361,环横线与环金线交叉口, ,29.89551471,119.8940022,杭州市;富阳区,基础设施;路口, ,2124
954415,华数,环金线,29.88538542,119.8961952,杭州市;富阳区,购物;其它购物, ,2124
954424,杭州安信门业有限公司,环金线与桐常线交叉口,29.8898452,119.8979263,杭州市;富阳区,公司企业;公司企业, ,2124
954433,民丰锦苑31幢1号楼,民丰锦苑38幢(环民线西),30.07492331,119.9826762,杭州市;富阳区,建筑房产;房产小区附属, ,3997
954478,东东造型(环山路),富春街道小花坞9号,30.05477112,119.9621857,杭州市;富阳区,生活服务;美容美发,15888897218,3997
954505,万华纸业-东北门,灵桥镇工业园区环西路7号,30.02439832,120.0214925,杭州市;富阳区,基础设施;门/出入口, ,2124
954577,贤明小学-东北门,黄墩路75号附近,29.96907027,119.7215379,杭州市;富阳区,基础设施;门/出入口, ,2368
956035,春胜线与建黄线交叉口, ,30.03659061,120.0280471,杭州市;富阳区,基础设施;路口, ,2124
956404,妙得阁3号楼,江滨东大道9号,30.05524132,119.9695595,杭州市;富阳区,建筑房产;住宅小区, ,3997
956494,西郊半岛云龙阁-东南一门,江滨东大道65号附近,30.06153296,119.9794553,杭州市;富阳区,基础设施;门/出入口, ,3997
956503,恩波大道与江滨西大道交叉口, ,30.04938917,119.950658,杭州市;富阳区,基础设施;路口, ,3997
956512,天河富春湾小区(江滨西大道),江滨西大道88,30.0389704,119.9404441,杭州市;富阳区,建筑房产;住宅小区, ,3997
956521,景观楼4幢,江滨西大道96号,30.03627263,119.9392558,杭州市;富阳区,建筑房产;住宅小区, ,3997
956530,公共厕所,富春江(江滨西大道东),30.02236114,119.9344223,杭州市;富阳区,基础设施;公共厕所, ,3997
956701,胖嫂餐馆(江堤路),富春街道江堤路1号,30.044977,119.9421913,杭州市;富阳区,美食;中餐厅,0571-63136833,3997
956782,富阳市森煌木制品有限公司-东南门,横汤段与江枫路交叉口东北50米,30.01010751,119.9115932,杭州市;富阳区,基础设施;门/出入口, ,3997
957133,华联超市(江南路),江南路156号附近,30.01647924,119.9630271,杭州市;富阳区,购物;超市, ,2124
957151,双鸿物资贸易有限公司,江南路26号附近,30.02007716,119.9746804,杭州市;富阳区,公司企业;公司企业, ,2124
957169,方正分公司,江南路与413县道交叉口西北50米,30.01314567,119.9523281,杭州市;富阳区,公司企业;公司企业, ,2124
958060,金伯士路, ,30.0591356,120.0758301,杭州市;富阳区,基础设施;道路名, ,2124
958159,杭富茶机厂-东南门,金城路113,29.98378139,119.7350769,杭州市;富阳区,基础设施;门/出入口, ,2368
958285,今朝资产(金凤路),富春街道金凤路46号,30.05509559,119.9314424,杭州市;富阳区,银行金融;其它银行金融, ,3997
958294,环球健康漆(金凤路),金凤路84,30.05504767,119.9300435,杭州市;富阳区,购物;家具家居建材,0571-63337356,3997
958942,艺术人生(金平路),金家墩63号,30.0539996,119.9287046,杭州市;富阳区,生活服务;美容美发,13588478880,3997
958951,新新玻璃(金平路111弄),金平路111弄12,30.0526451,119.9245173,杭州市;富阳区,购物;家具家居建材,18267192786,3997
958960,御面佳人(金平路店),金平路70,30.05370297,119.9262063,杭州市;富阳区,生活服务;美容美发,0571-63266896,3997
958969,杭州富阳祥泰进出口有限公司,金平路190号,30.05348819,119.9218485,杭州市;富阳区,公司企业;公司企业, ,3997
958978,中宝DDS产品体验中心,金平路112-8,30.05347712,119.9228081,杭州市;富阳区,购物;家具家居建材, ,3997
958987,suger,金平路25号,30.05402145,119.9273555,杭州市;富阳区,美食;小吃快餐,15968876951,3997
959041,杭州纳智,金浦路7,30.04711342,119.925897,杭州市;富阳区,公司企业;公司企业, ,3997
959077,丁香棋牌(金桥北路),金桥北路166,30.05711741,119.9302132,杭州市;富阳区,运动健身;游戏棋牌,0571-23280877,3997
959086,女人世界(金桥北路店),金桥北路124,30.05647792,119.9298635,杭州市;富阳区,生活服务;美容美发,0571-63348571,3997
959095,华泰保险股份有限公司(金桥北路),金桥北路876-62号,30.08812048,119.9278424,杭州市;富阳区,教育学校;保险公司, ,3997
959104,富阳市嘉运渣土处置有限公司,金桥北路150号,30.05685801,119.9298036,杭州市;富阳区,公司企业;公司企业, ,3997
959113,富阳市金秋电力安装有限公司,金桥北路358,30.06435852,119.9294033,杭州市;富阳区,公司企业;公司企业, ,3997
959122,汇爱茶业,金桥北路161-4号附近,30.05738904,119.9290841,杭州市;富阳区,购物;其它购物, ,3997
959131,TINASWEET服装店,金桥北路183号附近,30.05952014,119.9282845,杭州市;富阳区,购物;服饰鞋包,18667866161,3997
959194,世成广告(金权路),苋浦西路378,30.05393485,119.931932,杭州市;富阳区,生活服务;其它生活服务,18357160017,3997
959203,叶氏金融汽车服务平台,金权路28,30.05433386,119.9325714,杭州市;富阳区,汽车;其它汽车,18758853266,3997
959734,老板(金苑路),金苑路105,30.0535677,119.9222883,杭州市;富阳区,购物;数码家电,0571-63371998,3997
959743,方太(金苑路),金苑路337,30.05805777,119.9221979,杭州市;富阳区,购物;数码家电,13357111039,3997
959752,杭州市富阳区户外广告行业协会,金苑路24,30.05091714,119.9228083,杭州市;富阳区,机构团体;社会团体, ,3997
959761,鑫汇保免费服务平台,金苑路306,30.0571571,119.9227978,杭州市;富阳区,教育学校;保险公司, ,3997
959770,专业办理POS机,金苑路289-293号附近,30.05666776,119.9222181,杭州市;富阳区,公司企业;公司企业, ,3997
959779,杭州去啊旅行社富阳分公司,金苑路313,30.05762793,119.922058,杭州市;富阳区,旅游服务;旅行社,0571-61707120,3997
959788,富阳风速指纹锁,金苑路286号,30.05647702,119.9228678,杭州市;富阳区,购物;家具家居建材, ,3997
959797,伤残鉴定服务中心,徐氏公寓西100米(金苑路东),30.0695167,119.9230566,杭州市;富阳区,生活服务;事务所,15990029229,3997
960103,富阳科丰电泳铝型材,大华化工有限公司东(经山路南),30.00870292,119.9896438,杭州市;富阳区,公司企业;公司企业, ,2124
960220,大兴锻件厂-东北门,大兴锻件厂(菁沈线东),30.05463849,119.8848177,杭州市;富阳区,基础设施;门/出入口, ,3997
960328,时尚美发沙龙(经纬路),中国农业银行西南50米(经纬路西),30.0055565,119.9983415,杭州市;富阳区,生活服务;美容美发,13735854760,2124
960544,浙江省地质矿产研究所(经源路),经源路11,30.01108107,119.9836091,杭州市;富阳区,机构团体;科研机构, ,2124
960625,安徽饭店(井纸路),春江亲子幼儿园(井纸路东),30.01471897,119.963137,杭州市;富阳区,美食;中餐厅,18268896716,2124
961696,馋嘴小吃(开源路),开源路20,30.04643429,119.9435593,杭州市;富阳区,美食;小吃快餐,15068841222,3997
962245,圣泓园-南门,圣泓园(科创园一号路),30.13944495,119.9749499,杭州市;富阳区,基础设施;门/出入口, ,3997
962281,宏大纸业(科甲路),宏大纸业(科甲路东),30.00998947,119.9703614,杭州市;富阳区,公司企业;公司企业, ,2124
962524,中国石油(劳动路),劳动路60,30.04341944,119.9288754,杭州市;富阳区,汽车;加油站,0571-63365936,3997
962542,超凡教育培训学校(劳动路),劳动路39号,30.04770924,119.9289949,杭州市;富阳区,教育学校;培训,0571-63318228,3997
962551,阿华棋牌(劳动路),劳动路10-7,30.04828988,119.9285352,杭州市;富阳区,运动健身;游戏棋牌,13968048769,3997
962560,富阳区富顿电子有限公司,劳动路66号,30.04586223,119.9268166,杭州市;富阳区,公司企业;公司企业, ,3997
964306,灵大线与望仙路交叉口, ,30.00917566,120.0153981,杭州市;富阳区,基础设施;路口, ,2124
964333,龙腾纸业有限公司-东北门,灵礼路125,30.0341097,120.0246247,杭州市;富阳区,基础设施;门/出入口, ,2124
964441,新颖木制品胶压板厂,灵杨线附近,30.01298844,120.0179118,杭州市;富阳区,公司企业;公司企业, ,2124
965044,夜遇酒吧(龙胡线),龙门古镇,29.90637711,119.9434809,杭州市;富阳区,休闲娱乐;酒吧, ,2124
965053,思源堂-南门,龙胡线附近,29.9036124,119.9458477,杭州市;富阳区,基础设施;门/出入口, ,2124
965134,龙溪北路, ,30.1382237,119.9645837,杭州市;富阳区,基础设施;道路名, ,3997
965143,安和能源设备制造有限公司,龙溪南路8号,30.12359839,119.950622,杭州市;富阳区,公司企业;公司企业, ,3997
965305,天秀造型(罗山路),罗山路与411县道交叉口南100米,30.02814698,120.0294749,杭州市;富阳区,生活服务;美容美发, ,2124
965314,富阳强利锡纸制品有限公司-南门,罗隐路80号附近,29.96350877,119.723428,杭州市;富阳区,基础设施;门/出入口, ,2368
966088,杨氏宗祠,明星路,30.07337241,120.0440247,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
966502,白金酱酒,牧永线与206省道交叉口南150米,30.03150349,119.7297918,杭州市;富阳区,购物;烟酒专卖, ,2368
966817,南江路与小庙路交叉口, ,30.06108062,120.0621051,杭州市;富阳区,基础设施;路口, ,2124
968167,琵琶弄, ,30.05476634,119.9561278,杭州市;富阳区,基础设施;道路名, ,3997
968428,丰达门业(浦东路),浦东路与兴源路交叉口(大源过镇线),30.00896214,120.009752,杭州市;富阳区,购物;家具家居建材,0571-63594888,2124
968437,助诚门业(浦东路),飞帆门业(浦东路南),30.00884519,120.0087246,杭州市;富阳区,购物;家具家居建材,0571-63500388,2124
968743,汽塔线与汽线交叉口, ,29.99697457,120.0056234,杭州市;富阳区,基础设施;路口, ,2124
969823,江边棋牌(秦望路),秦望路28-5,30.04409229,119.939405,杭州市;富阳区,运动健身;游戏棋牌,13454123000,3997
969832,阿刚面馆(秦望路),秦望路58-1号,30.04376756,119.9364484,杭州市;富阳区,美食;小吃快餐,13116725333,3997
969841,停车场,秦望路58号附近,30.04372765,119.9363985,杭州市;富阳区,汽车;停车场, ,3997
969850,奔跑的黑毛土猪,秦望路与西堤路交叉口北100米,30.04424101,119.9400941,杭州市;富阳区,购物;其它购物, ,3997
971443,S305与永乘线交叉口, ,29.98642104,119.7359069,杭州市;富阳区,基础设施;路口, ,2368
972316,东吴商城停车场,富春东吴商城(春秋南路西),30.04956132,119.9399039,杭州市;富阳区,汽车;停车场, ,3997
973531,恩波大道与盛大路交叉口, ,30.08217712,119.9365152,杭州市;富阳区,基础设施;路口, ,3997
973540,杭州富阳友米电子商务有限公司,盛大路19号,30.08270041,119.9402408,杭州市;富阳区,公司企业;公司企业, ,3997
973684,生唐路, ,30.01356953,120.014041,杭州市;富阳区,基础设施;道路名, ,2124
974287,13号路与18号路交叉口, ,29.9264413,119.8865907,杭州市;富阳区,基础设施;路口, ,2124
974539,市西弄, ,30.05263205,119.9537424,杭州市;富阳区,基础设施;道路名, ,3997
975070,梅伊韦尔-南门,双江路29号附近,29.97190182,119.7344677,杭州市;富阳区,基础设施;门/出入口, ,2368
975205,兄弟大排档(双胜线),305省道附近,29.95838059,119.7389005,杭州市;富阳区,美食;中餐厅, ,2368
975520,四高线, ,30.15844178,119.9926336,杭州市;富阳区,基础设施;道路名, ,3997
975592,四铜线, ,30.15350563,119.9847942,杭州市;富阳区,基础设施;道路名, ,3997
975709,孙拔线与孙油线交叉口, ,30.08019617,119.8544525,杭州市;富阳区,基础设施;路口, ,3997
975718,天下网络(孙权路),富春街道孙权路179号天下网络(半岛会所酒店),30.0562665,119.9370068,杭州市;富阳区,休闲娱乐;网吧,15988423666,3997
975727,胖子洗车(孙权路),孙权路220号,30.05270541,119.9315724,杭州市;富阳区,汽车;汽车养护,15858166165,3997
975736,壹号饭堂(孙权路),孙权路199,30.05519928,119.9353886,杭州市;富阳区,美食;小吃快餐,0571-23217177,3997
975745,拉迷(孙权路),孙权路198,30.05309438,119.9322418,杭州市;富阳区,购物;家具家居建材,0571-63337168,3997
975754,樱花集成吊顶(孙权路),孙权路26-4,30.06006343,119.9439376,杭州市;富阳区,购物;家具家居建材,15988811191,3997
975763,凯雅特壁纸(孙权路),孙权路116-3,30.05700482,119.9379556,杭州市;富阳区,购物;家具家居建材,13588391252,3997
975772,艾尚美纱窗(孙权路),孙权路157-10,30.0566843,119.9382453,杭州市;富阳区,购物;家具家居建材,13588053690,3997
975781,杭州国城富阳专营店,孙权路,30.0567567,119.9368869,杭州市;富阳区,购物;其它购物, ,3997
975790,神舟印刷,孙权路222号,30.05291582,119.9313027,杭州市;富阳区,公司企业;公司企业, ,3997
975799,建萍小店,孙权路126号,30.05640781,119.9362476,杭州市;富阳区,购物;便利店,0571-23224932,3997
975808,卡斯曼推拉门,孙权路87号,30.05778816,119.9415411,杭州市;富阳区,购物;家具家居建材,13738143471,3997
975817,新建印刷厂-东南门,孙权路116号,30.05683563,119.9374962,杭州市;富阳区,基础设施;门/出入口, ,3997
976096,易捷便利店(汤大线),中国石化富阳场口加油站(汤横线北),29.9111859,119.8671368,杭州市;富阳区,购物;便利店, ,2124
976132,汤横线与桐常线交叉口, ,29.85986957,119.8469205,杭州市;富阳区,基础设施;路口, ,2124
976987,和圆堂足道馆(天河路店),天河路15,30.03703233,119.9394155,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,0571-63373611,3997
976996,浙江安驰建设有限公司,天河路27,30.03718376,119.9386265,杭州市;富阳区,公司企业;公司企业, ,3997
977005,公共厕所,天河路253号附近,30.03762272,119.9333721,杭州市;富阳区,基础设施;公共厕所, ,3997
977248,大成烟酒(田园路),田园路10-1号,30.04939516,119.9377964,杭州市;富阳区,购物;烟酒专卖, ,3997
977257,富阳甜缘家政服务,田园路17号附近,30.047525,119.9378965,杭州市;富阳区,生活服务;中介机构, ,3997
977446,龙旺家居水电,亭山东路,30.00616146,120.0066301,杭州市;富阳区,购物;家具家居建材, ,2124
977455,牛仔世界(亭山路),亭山西路18-7,30.00413767,120.0012541,杭州市;富阳区,购物;服饰鞋包, ,2124
977464,亭山西路与沿江路交叉口, ,30.00461139,120.0033287,杭州市;富阳区,基础设施;路口, ,2124
977473,九鼎寨石锅鱼(亭山西路),亭山西路44号,30.00406251,119.9996582,杭州市;富阳区,美食;中餐厅,0571-63599821,2124
977482,云波手机店,亭山西路45号,30.00438824,120.0010645,杭州市;富阳区,购物;数码家电, ,2124
978814,万里线与胥高线交叉口, ,30.09782146,119.5677345,杭州市;富阳区,基础设施;路口, ,2368
979183,隆昌电机有限公司-东北门,望仙路1号,30.00976729,120.0148294,杭州市;富阳区,基础设施;门/出入口, ,2124
979192,焦.点形象设计中心,望仙中路,30.02762584,120.029924,杭州市;富阳区,生活服务;美容美发, ,2124
979435,文采路与文教北路交叉口, ,30.06580213,119.9335995,杭州市;富阳区,基础设施;路口, ,3997
979444,玛雅咖啡(文昌路),金桥北路200,30.058058,119.9298035,杭州市;富阳区,休闲娱乐;咖啡厅, ,3997
979462,蜂窝贷,富春街道文昌路87号,30.05822267,119.9333004,杭州市;富阳区,银行金融;其它银行金融, ,3997
979552,恩波大道与文豪路交叉口, ,30.06611172,119.944756,杭州市;富阳区,基础设施;路口, ,3997
979579,子牛生活馆(文华路),文华路88-3号,30.04033162,119.9397848,杭州市;富阳区,购物;其它购物, ,3997
979588,美味香干货店,文华路与西堤南路交叉口西北100米,30.04107314,119.9389558,杭州市;富阳区,购物;农贸市场, ,3997
979624,东吴医药(文教北路),文教北路755,30.06378225,119.9335398,杭州市;富阳区,医疗保健;药房药店,0571-23233097,3997
979633,巴国御蜀重庆小面(文教北路),富春街道文教北路61号,30.05198114,119.93428,杭州市;富阳区,美食;小吃快餐,18958176311; 18958176330,3997
979642,夜坊,文教北路,30.05236055,119.9346396,杭州市;富阳区,生活服务;美容美发, ,3997
979651,好发轩美发店,文教北路222号,30.05634091,119.9343995,杭州市;富阳区,生活服务;其它生活服务, ,3997
979660,现代肖邦(文教路)北门,文教路126旁,30.04085119,119.9343009,杭州市;富阳区,基础设施;门/出入口, ,3997
979669,新世纪华联(文教路),文教鹿苑78号,30.03581278,119.9333422,杭州市;富阳区,购物;超市,0571-63136957,3997
979678,三阁面馆(文教路),文教鹿苑57号,30.03539197,119.9338518,杭州市;富阳区,美食;小吃快餐, ,3997
979687,杭州柏耀工程监理有限公司,文教路300号3楼,30.03589131,119.9342513,杭州市;富阳区,公司企业;公司企业, ,3997
979705,富阳丝羽教育咨询有限公司,文教路27号401,30.0458002,119.9348799,杭州市;富阳区,公司企业;公司企业, ,3997
979714,左正服饰有限公司,文教路43号5楼,30.04526029,119.93483,杭州市;富阳区,公司企业;公司企业, ,3997
979723,伟星丝印,文教路鹿苑61号,30.0354424,119.933582,杭州市;富阳区,公司企业;公司企业,0571-63368195,3997
979777,现代肖邦东区-东门,文教路120号附近,30.0417313,119.9342309,杭州市;富阳区,基础设施;门/出入口, ,3997
979786,衣帽布吧,文教路174号,30.03676207,119.9337817,杭州市;富阳区,购物;服饰鞋包, ,3997
980020,文下线, ,30.0216661,119.5951323,杭州市;富阳区,基础设施;道路名, ,2368
980029,智行网络工程有限公司,文新路12号,30.06295281,119.9331901,杭州市;富阳区,公司企业;公司企业, ,3997
980164,阿强理发室(文苑路),文苑路11号对面,30.0495755,119.9315327,杭州市;富阳区,生活服务;美容美发,13634130268,3997
980758,追求(西堤北路),西堤北路28-14～15,30.05123905,119.9461052,杭州市;富阳区,购物;服饰鞋包, ,3997
980767,同乐坊(西堤北路),西堤北路10-18,30.05295638,119.9473631,杭州市;富阳区,美食;中餐厅,0571-63331377,3997
980776,neet,西堤北路,30.05267746,119.9468539,杭州市;富阳区,生活服务;其它生活服务, ,3997
980785,美君,西堤北路与西堤路交叉口西50米,30.05076108,119.9451267,杭州市;富阳区,购物;服饰鞋包, ,3997
980794,发丝缘(西堤路),亚当楼(富春城西幼儿园西北),30.04804348,119.9439586,杭州市;富阳区,生活服务;美容美发,15888876122,3997
980803,天成房产(西堤路),西堤路118-36,30.05062016,119.945576,杭州市;富阳区,生活服务;中介机构,0571-63114500; 15857159898,3997
980812,友谊房产(西堤路),西堤路118-19,30.05017084,119.9452466,杭州市;富阳区,生活服务;中介机构,0571-63580828,3997
980821,中通速递(西堤路),富春街道西堤路16号,30.04426838,119.9414823,杭州市;富阳区,生活服务;邮局速递,15267485181,3997
980830,千城商店(西堤路),西堤路118-8,30.04970125,119.9450469,杭州市;富阳区,购物;便利店,0571-63346827,3997
980839,东阳麦穗肉饼店(西堤路店),西堤路118-10,30.04979119,119.9450768,杭州市;富阳区,美食;小吃快餐,13868195842,3997
980848,大雄家,富春街道西堤路151号,30.04930248,119.9444478,杭州市;富阳区,美食;冷饮店,15858161972,3997
980857,大娘家,西堤路,30.04925246,119.9444578,杭州市;富阳区,美食;其它美食, ,3997
980866,舒乐宾馆(西堤南路),西堤南路436号春江花园门,30.03587695,119.9368386,杭州市;富阳区,酒店宾馆;旅馆招待所,0571-23239611,3997
980875,香香服饰(西堤南路),西堤南路330号,30.04103402,119.9384663,杭州市;富阳区,购物;服饰鞋包, ,3997
980884,优鲜水果(西堤南路),富春街道西提南路210号(体育彩票旁边),30.04107259,119.9392554,杭州市;富阳区,购物;农贸市场, ,3997
980893,阿四造型(西堤南路),西堤南路258,30.04050309,119.9389858,杭州市;富阳区,生活服务;美容美发,13777568732,3997
980902,瑞丽造型(西堤南路38弄),西堤南路38弄27-1号,30.04207676,119.936918,杭州市;富阳区,生活服务;美容美发,13868163620,3997
980911,江滨社区公共服务工作站(西堤南路),西堤南路115号,30.03806485,119.9380171,杭州市;富阳区,生活服务;其它生活服务, ,3997
980920,浙江广阔建设工程有限公司,西堤南路133,30.03774511,119.9378773,杭州市;富阳区,公司企业;公司企业, ,3997
980929,南京文交所,西堤南路,30.03191907,119.9356203,杭州市;富阳区,公司企业;其它机构团体, ,3997
980938,雏菊工作室,西堤南路396号,30.03736619,119.937268,杭州市;富阳区,生活服务;其它生活服务, ,3997
980947,意想电脑,西堤南路328-1号,30.04035387,119.9385563,杭州市;富阳区,购物;数码家电, ,3997
980956,奕林茶铺,富春街道西堤南路208号,30.04135255,119.9392753,杭州市;富阳区,购物;其它购物, ,3997
981136,天台小吃,西临路,30.04495811,119.9416221,杭州市;富阳区,美食;小吃快餐, ,3997
981775,金南钢材,下枫线与305省道交叉口东北200米,29.91904031,119.7230018,杭州市;富阳区,公司企业;公司企业, ,2368
981829,博艺广告(下郎路),下郎路19号,30.00471154,120.0032788,杭州市;富阳区,生活服务;其它生活服务,15658108881,2124
981883,杭州金林门业,下下线与302省道交叉口东北200米,29.98293956,119.6645292,杭州市;富阳区,购物;家具家居建材, ,2368
982054,丽影美容(贤明路),第九区(贤明山公园东),29.96307548,119.7279176,杭州市;富阳区,生活服务;美容美发, ,2368
