编号,店名,address,维度,经度,分区,分类,电话
780373,绿城置换,欣盛东方郡西区18号商铺,30.2003154,120.2094963,杭州市;滨江区,生活服务;中介机构, 
780409,欣盛?东方郡东区-西南二门,春晓路228附近,30.2013262,120.2101878,杭州市;滨江区,基础设施;门/出入口, 
780490,东冠社区298幢,浦沿东冠社区298幢(明志路南),30.1713879,120.1572944,杭州市;滨江区,建筑房产;住宅小区, 
780499,东冠社区24幢,浦沿东冠社区24幢(明志路南),30.17383182,120.1594606,杭州市;滨江区,建筑房产;住宅小区, 
780508,东冠社区413幢,浦沿东冠社区413幢(至善路北),30.17066822,120.1574549,杭州市;滨江区,建筑房产;住宅小区, 
780517,东冠社区356幢,园区五路,30.17241366,120.1604236,杭州市;滨江区,建筑房产;房产小区附属, 
780526,东冠社区486幢,浦沿东冠社区486幢(至善路北),30.16994962,120.1581972,杭州市;滨江区,建筑房产;住宅小区, 
780535,东冠社区5幢,浦沿滨文社区滨文路东冠社区,30.17439305,120.1601325,杭州市;滨江区,建筑房产;住宅小区, 
780562,新村一区2号楼,浦沿新村一区2号楼(东冠路南),30.15994538,120.1443582,杭州市;滨江区,建筑房产;房产小区附属, 
780571,坂里虞2号楼,浦沿坂里虞2号楼(东冠路南),30.16201105,120.1477174,杭州市;滨江区,建筑房产;房产小区附属, 
780580,庙下新区8号楼,东冠路与新浦路交叉口北200米,30.16254648,120.1450599,杭州市;滨江区,建筑房产;住宅小区, 
780589,冠二东片259号楼,东冠路北200米,30.17319599,120.1670132,杭州市;滨江区,建筑房产;房产小区附属, 
780598,庙下新区40号楼,浦沿新浦苑西50米(东冠路北),30.16350571,120.1446186,杭州市;滨江区,建筑房产;房产小区附属, 
780607,冠二东片349号楼,冠二东片350号楼(东冠路北),30.17237626,120.1671436,杭州市;滨江区,建筑房产;房产小区附属, 
780616,冠二西片154号楼,冠二西片154号楼(东冠路北),30.17272346,120.1656592,杭州市;滨江区,建筑房产;房产小区附属, 
780625,飧飧小吃店,东冠社区128号,30.17273108,120.1590394,杭州市;滨江区,美食;中餐厅, 
780634,冠二东片296号楼,冠二东片350号楼(东冠路北),30.17240628,120.1671536,杭州市;滨江区,建筑房产;房产小区附属, 
780643,冠二西片137号楼,冠二西片136号楼(东冠路北),30.17265178,120.1647665,杭州市;滨江区,建筑房产;房产小区附属, 
780652,新村二区6号楼,浦沿新村二区6号楼(东冠路北),30.16070319,120.1430545,杭州市;滨江区,建筑房产;房产小区附属, 
780661,坂里虞22号楼,浦沿坂里虞22号楼(东冠路南),30.16118048,120.1473765,杭州市;滨江区,建筑房产;房产小区附属, 
780670,三十二房39号楼,冠二东片347号楼西南(东冠路北),30.17138473,120.1663112,杭州市;滨江区,建筑房产;房产小区附属, 
780679,东新二区21号楼,浦沿东冠社区(明德路北200米),30.17005221,120.1541553,杭州市;滨江区,建筑房产;房产小区附属, 
780688,DX发型工作室NO.03店,浦沿浮力森林苑小区(东冠路),30.16220012,120.1471859,杭州市;滨江区,生活服务;美容美发,13634110806
780967,东新一区7号楼,浦沿明志路东新一区附近(东和云第西),30.16891759,120.1515679,杭州市;滨江区,建筑房产;住宅小区, 
782398,杭州恒贸化工有限公司-东南门,西湘路,30.16331802,120.1625908,杭州市;滨江区,基础设施;门/出入口, 
782947,汤吴家208号楼,浦沿杭州高新(滨江)金盛科技园东50米,30.16251399,120.1549984,杭州市;滨江区,建筑房产;房产小区附属, 
782956,汤吴家203号楼,浦沿杭州高新(滨江)金盛科技园东50米,30.16295376,120.154878,杭州市;滨江区,建筑房产;房产小区附属, 
784504,保亿?风景蝶院留园-1幢,留园1幢(天官路南),30.1735452,120.1945621,杭州市;滨江区,建筑房产;住宅小区, 
784513,保亿风景蝶院?观园,长河街道滨文路和江虹路交界处往南200米,30.1728365,120.1953643,杭州市;滨江区,建筑房产;住宅小区, 
784945,中原地产(风雅钱塘西),月明路1082,30.2036879,120.2039132,杭州市;滨江区,生活服务;中介机构,0571-86520977
786439,高家新居,高家里,30.16943142,120.1421513,杭州市;滨江区,建筑房产;住宅小区, 
786448,高家新居35号楼,浦沿高家新居35号楼(坚塔路北),30.16876879,120.140517,杭州市;滨江区,建筑房产;房产小区附属, 
786457,高家新居38号楼,浦沿高家新居13号楼(坚塔路桥西),30.16901943,120.140918,杭州市;滨江区,建筑房产;住宅小区, 
788851,中天官河锦庭3号地下车库,中天官河锦庭(滨康路北),30.18456613,120.2186063,杭州市;滨江区,汽车;停车场, 
788896,冠山小区9号楼,冠山小区(腾龙路东),30.16010613,120.194864,杭州市;滨江区,建筑房产;住宅小区, 
788905,冠山小区27号,冠山小区(长江路南),30.16174577,120.1946734,杭州市;滨江区,建筑房产;住宅小区, 
788914,冠山小区6号楼,冠山小区(腾龙路东),30.16036321,120.1930592,杭州市;滨江区,建筑房产;住宅小区, 
788923,汤家桥337号楼,冠山社区长江路汤家桥337号楼,30.16705872,120.1966481,杭州市;滨江区,建筑房产;住宅小区, 
789778,海威?新界,大华?江虹国际创新园北(西兴路西),30.21299724,120.2213289,杭州市;滨江区,建筑房产;住宅小区, 
790300,明庭公馆,滨文路115号,30.17570344,120.1935192,杭州市;滨江区,建筑房产;其它房产小区, 
790381,中国金桥旅游有限公司浙江分公司,汉峰?峰公馆(安德巷),30.21156219,120.2002235,杭州市;滨江区,公司企业;公司企业, 
790606,金铂湾,金铂湾(闻涛路南150米),30.21639021,120.2061274,杭州市;滨江区,建筑房产;住宅小区,0571-56696888
790777,涵诗梦商贸有限公司,闻涛路与江晖路交叉口杭州印B座1301号,30.21390306,120.200905,杭州市;滨江区,公司企业;公司企业, 
793261,江南星座B座-东南门,星座2幢2单元,30.20718035,120.2058475,杭州市;滨江区,基础设施;门/出入口, 
793540,湖漫雅筑1号楼,湖漫雅筑(光裕路西),30.17198385,120.1936899,杭州市;滨江区,建筑房产;住宅小区, 
793549,专业祛斑?祛痘,光裕路湖漫雅筑16号,30.1721443,120.1939707,杭州市;滨江区,生活服务;美容美发,15858157157
795745,浙江瓿达机器人制造有限公司,南环路1568号寰诺大厦9楼,30.17932841,120.1967373,杭州市;滨江区,公司企业;公司企业, 
796474,小区饭店(火炬小区东区西北),岩大房社区火炬小区西苑东大门,30.16775629,120.1670738,杭州市;滨江区,美食;中餐厅, 
796483,火炬小区79号楼,火炬大道火炬小区西区(火炬小区东区西),30.16671602,120.1669134,杭州市;滨江区,建筑房产;住宅小区, 
796510,积家房产(租房),浦沿路789号积家5幢,30.17649982,120.1413285,杭州市;滨江区,生活服务;中介机构,18258223359
797734,耀华建设,聚业路26号,30.1878281,120.2112512,杭州市;滨江区,公司企业;公司企业, 
798031,钱江彩虹城2幢,钱江南岸一桥东侧,30.19041712,120.1517767,杭州市;滨江区,建筑房产;住宅小区, 
798040,彩虹城32号楼,钱江南岸一桥东侧,30.19282755,120.1520773,杭州市;滨江区,建筑房产;住宅小区, 
798067,江南豪园5幢,春晓路466号,30.2066632,120.2080025,杭州市;滨江区,建筑房产;住宅小区, 
798076,江南望庄5号楼,春晓路江南望庄西南(江南豪园南),30.20440125,120.206419,杭州市;滨江区,建筑房产;住宅小区, 
798085,新州花苑12号楼,新联路新州花苑(东区)(明月江南南),30.20741861,120.2225916,杭州市;滨江区,建筑房产;住宅小区, 
798139,易房地产(江南望庄西南),月明路1186-1188号,30.20534193,120.2069702,杭州市;滨江区,生活服务;中介机构,17091619744
798148,江南文苑10幢,滨文路639号,30.17182464,120.1379499,杭州市;滨江区,建筑房产;住宅小区, 
798157,杭州龙湖?春江郦城,江南大道与江虹路交叉口东南侧,30.20076288,120.2003046,杭州市;滨江区,建筑房产;住宅小区, 
798229,临江花园9幢,浦沿江南大道临江花园,30.18756637,120.1394526,杭州市;滨江区,建筑房产;住宅小区, 
798247,联庄二区177号楼,江南大道江涛阁东(中恒世纪科技园北),30.18512985,120.1475149,杭州市;滨江区,建筑房产;房产小区附属, 
798256,联庄一区264号楼,浦沿江南大道联庄一区,30.18607993,120.1416285,杭州市;滨江区,建筑房产;住宅小区, 
798265,联庄二区16号楼,浦沿江南大道中恒世纪科技园东北,30.18410451,120.1501525,杭州市;滨江区,建筑房产;房产小区附属, 
798274,联庄二区176号楼,浦沿江涛阁东100米(江南大道南),30.18510961,120.1473745,杭州市;滨江区,建筑房产;房产小区附属, 
798283,联庄二区161号楼,浦沿江涛阁东100米(江南大道南),30.18488973,120.1474347,杭州市;滨江区,建筑房产;房产小区附属, 
798292,联庄二区174号楼,浦沿江涛阁东50米(江南大道南),30.18498929,120.147184,杭州市;滨江区,建筑房产;住宅小区, 
798301,义图园28号楼,江南大道北塘河附近,30.20149658,120.1961941,杭州市;滨江区,建筑房产;房产小区附属, 
798319,晨科软件技术有限公司(滨江分公司),浦沿街道江南大道3588号,30.18808377,120.1608134,杭州市;滨江区,公司企业;公司企业,13136126849
798391,杭州尧兴废旧金属回收有限公司,伊甸园路附近,30.21572869,120.223252,杭州市;滨江区,公司企业;公司企业, 
798409,milk酱,江南大道4326号(景江苑小区楼下底商),30.1877074,120.1461509,杭州市;滨江区,美食;面包甜点,15068713282
798418,江山村10区17号楼,仁苑西北130米(滨盛路北),30.19710311,120.1713341,杭州市;滨江区,建筑房产;住宅小区, 
798427,联庄二区152号楼,浦沿江涛阁东南50米(东信大道东),30.18447846,120.1466927,杭州市;滨江区,建筑房产;房产小区附属, 
798436,联庄二区166号楼,浦沿江涛阁东南(东信大道东),30.18467823,120.1465623,杭州市;滨江区,建筑房产;房产小区附属, 
798454,江虹小区1号停车场-出入口,齐飞路北150米,30.20051452,120.1948607,杭州市;滨江区,基础设施;门/出入口, 
798481,江一村十区13号楼,江一村十区13号楼(江晖路西),30.19545999,120.2051468,杭州市;滨江区,建筑房产;房产小区附属, 
798490,江三村一区214号,江三村一区186号北,30.1867348,120.1828788,杭州市;滨江区,建筑房产;其它房产小区, 
798499,江一村十区8号楼,长河街道江汉路江一村十区8号楼,30.1952092,120.2045554,杭州市;滨江区,建筑房产;房产小区附属, 
798580,彩虹城江月园-17幢,滨盛路4233号附近,30.19184522,120.1507436,杭州市;滨江区,建筑房产;住宅小区, 
799318,万科金辰之光7号楼,万科?金辰之光(西陵路东),30.17981581,120.2180757,杭州市;滨江区,建筑房产;房产小区附属, 
800389,金盛曼城临时泊位,浦沿金盛?曼城(浦沿路东),30.1611441,120.1494524,杭州市;滨江区,汽车;停车场, 
800398,汤吴家140号楼,新浦社区浦沿路金盛?曼城东200米,30.16053087,120.1532434,杭州市;滨江区,建筑房产;住宅小区, 
801622,文笔轩书社,浦沿景江苑(东信大道西),30.18805804,120.1465319,杭州市;滨江区,购物;古玩字画,0571-86522230
801973,钱塘景苑7幢,伟业路399号,30.18751775,120.1520577,杭州市;滨江区,建筑房产;住宅小区, 
802513,君景庭3号楼,东信大道296号,30.17676042,120.1352926,杭州市;滨江区,建筑房产;住宅小区, 
802522,世纪华联超市(君景庭西南),新胜村八甲116号,30.17616738,120.1331973,杭州市;滨江区,购物;便利店, 
802531,映像国际,浦沿街道东信大道388号君景庭商业街430-2F,30.17781269,120.1368265,杭州市;滨江区,生活服务;其它生活服务, 
803980,立德园2号楼,滨文路528号,30.17517302,120.1491103,杭州市;滨江区,建筑房产;住宅小区, 
804124,校推科技,高教园立业园2号楼,30.17412863,120.1522494,杭州市;滨江区,生活服务;其它生活服务,400-652-8283
804133,CK皮带,高教园区立业园十号楼,30.17248997,120.1529616,杭州市;滨江区,购物;服饰鞋包, 
804160,立志园9幢,滨文路476号,30.17768447,120.1555487,杭州市;滨江区,建筑房产;住宅小区, 
804169,校推科技,高教园立志园1号楼东,30.17622443,120.1554987,杭州市;滨江区,生活服务;其它生活服务,400-652-8283
804178,紫米面包,浦沿街道滨文路476立志园,30.17726353,120.1550272,杭州市;滨江区,美食;面包甜点, 
804601,联庄三区90号楼,浦沿六合天寓(东信大道东110米),30.18855134,120.1484573,杭州市;滨江区,建筑房产;房产小区附属, 
804610,联庄一区49号楼,东信大道西200米,30.18327109,120.1422705,杭州市;滨江区,建筑房产;住宅小区, 
804619,联庄一区129号楼,浦沿联庄一区(南环路南60米),30.18435227,120.1430124,杭州市;滨江区,建筑房产;房产小区附属, 
804628,联庄一区28号楼,浦沿联庄一区(东信大道西),30.18321368,120.1438348,杭州市;滨江区,建筑房产;房产小区附属, 
804637,联庄一区271号楼,浦沿联庄一区(南环路西120米),30.18581899,120.141047,杭州市;滨江区,建筑房产;房产小区附属, 
804646,联庄一区278号楼,南环路联庄一区浙江腾虎建设工程公司,30.18593759,120.1401746,杭州市;滨江区,建筑房产;房产小区附属, 
804655,联庄一区139号楼,浦沿新和路联庄一区,30.1845318,120.1427317,杭州市;滨江区,建筑房产;住宅小区, 
804664,联庄一区142号楼,浦沿联庄一区(南环路南80米),30.18454156,120.1425913,杭州市;滨江区,建筑房产;住宅小区, 
804673,联庄一区282号楼,浦沿联庄一区(南环路西150米),30.18602829,120.1406158,杭州市;滨江区,建筑房产;住宅小区, 
804682,联庄一区36号楼,浦沿联庄一区(东信大道西),30.18353405,120.1440654,杭州市;滨江区,建筑房产;房产小区附属, 
804691,联庄一区35号楼,东信大道联庄一区,30.18346365,120.1438248,杭州市;滨江区,建筑房产;住宅小区, 
804700,联庄一区17号楼,南环路联庄一区浙江锦鹏建设工程公司,30.18274237,120.1430326,杭州市;滨江区,建筑房产;住宅小区, 
804709,联庄一区51号楼,浦沿联庄一区(东信大道西),30.1832415,120.1425212,杭州市;滨江区,建筑房产;房产小区附属, 
804718,联庄一区316号楼,浦沿联庄一区(南环路西),30.18612748,120.1401144,杭州市;滨江区,建筑房产;房产小区附属, 
804727,联庄一区176号楼,浦沿南环路联庄一区,30.18483085,120.1421601,杭州市;滨江区,建筑房产;房产小区附属, 
804736,联庄一区290号楼,浦沿联庄一区(南环路西),30.18622964,120.1414581,杭州市;滨江区,建筑房产;房产小区附属, 
804745,联庄一区23号楼,南环路联庄一区浙江锦鹏建设工程公司,30.18305237,120.1430426,杭州市;滨江区,建筑房产;住宅小区, 
804754,联庄一区85号楼,浦沿联庄一区(东信大道西200米),30.18353087,120.1421401,杭州市;滨江区,建筑房产;房产小区附属, 
804763,联庄一区312号楼,浦沿联庄一区(南环路西170米),30.18622809,120.1404955,杭州市;滨江区,建筑房产;住宅小区, 
804772,联庄一区188号楼,浦沿联庄一区(南环路南170米),30.18464906,120.1410571,杭州市;滨江区,建筑房产;房产小区附属, 
804781,联庄一区305号楼,浦沿联庄一区(南环路西90米),30.18644941,120.1413177,杭州市;滨江区,建筑房产;房产小区附属, 
804790,峰鸟站点,联庄一区44号,30.18324233,120.1430226,杭州市;滨江区,购物;其它购物, 
804799,潮饭儿,浦沿街道联庄一区230号,30.18554055,120.1419996,杭州市;滨江区,美食;小吃快餐,18042415952
805618,玲珑府5幢,西兴路399号,30.185738,120.22068,杭州市;滨江区,建筑房产;住宅小区, 
806878,茂御居-停车场,浦沿江南大道4348号(近景江苑西环路),30.19009441,120.1444459,杭州市;滨江区,汽车;停车场, 
806941,停车场,浦沿钱塘玫瑰湾西南(彩虹快速路东),30.17047023,120.1350124,杭州市;滨江区,汽车;停车场, 
807679,庙下新区52号楼,浦沿新浦苑西60米(浦沿路西),30.1637457,120.1446186,杭州市;滨江区,建筑房产;房产小区附属, 
807688,庙下新区55号楼,浦沿新浦苑西100米(浦沿路西),30.16376509,120.1442576,杭州市;滨江区,建筑房产;房产小区附属, 
808192,停车场(南岸晶都花园东),平安路73附近,30.18016841,120.1905709,杭州市;滨江区,汽车;停车场, 
808705,浙江机电职业技术学院(南门),滨文路528号,30.17615227,120.148699,杭州市;滨江区,基础设施;门/出入口, 
809218,滨文小区,滨文路,30.17394846,120.1404263,杭州市;滨江区,建筑房产;住宅小区, 
809389,春波南苑2号停车场-出入口,春波路南100米,30.19216781,120.2111707,杭州市;滨江区,基础设施;门/出入口, 
809641,春波南苑-西一门,春波路32附近,30.19102206,120.2065404,杭州市;滨江区,基础设施;门/出入口, 
810532,高新软件园5号楼,浦沿高新软件园5号楼(南环路北),30.18140091,120.1536729,杭州市;滨江区,建筑房产;产业园区, 
810541,浙江省杭州市华为杭州生产基地-南门,浦沿东方通信科技园西北(新和路北),30.18340313,120.1372571,杭州市;滨江区,基础设施;门/出入口, 
810550,杭州萌太,浦沿街道中恒世纪科技园6幢B座302室,30.18301989,120.147485,杭州市;滨江区,公司企业;公司企业, 
810559,联庄二区122号楼,浦沿中恒世纪科技园北(东信大道东),30.18418934,120.1471941,杭州市;滨江区,建筑房产;房产小区附属, 
810595,安茂微电子(杭州)有限公司,南环路4028号中恒世纪科技园6号楼A座101/201,30.18302958,120.1473045,杭州市;滨江区,公司企业;公司企业, 
810604,无锡思尔科技有限公司,南环路4028号中恒世纪科技园8号楼A座301,30.18316957,120.1473045,杭州市;滨江区,公司企业;公司企业, 
810613,杭州凯旭科技有限公司,南环路4028号中恒世纪科技园11号楼412,30.18349144,120.1483875,杭州市;滨江区,公司企业;公司企业, 
810622,杭州驰亚贸易有限公司,南环路4028号中恒世纪科技园9号楼A座302,30.18326085,120.1480466,杭州市;滨江区,公司企业;公司企业,0571-28182086
810631,璞悦湾17-1号楼,浦沿璞悦湾(滨文路北),30.17145669,120.1325962,杭州市;滨江区,建筑房产;房产小区附属, 
811540,链家(钱江湾花园东),西浦路1587,30.17927253,120.1297988,杭州市;滨江区,生活服务;中介机构, 
811603,钱江彩虹城31幢,钱江南岸一桥东侧,30.19283632,120.1513853,杭州市;滨江区,建筑房产;住宅小区, 
811612,钱江?彩虹城商铺14号楼,浦沿钱江彩虹城小区(滨盛路北),30.1906064,120.1513755,杭州市;滨江区,建筑房产;住宅小区, 
811621,钱江?彩虹城-东北门,伟业路601号附近,30.19203059,120.1537422,杭州市;滨江区,基础设施;门/出入口, 
811702,钱塘春晓花园-停车场,水星家纺(春晓路东),30.20891536,120.2098264,杭州市;滨江区,汽车;停车场, 
811846,丰巢快递柜,巧园1幢架空层,30.17687439,120.1499225,杭州市;滨江区,生活服务;邮局速递, 
813646,西兴街156,西兴西陵社区北50米(人民路西),30.19113936,120.2225428,杭州市;滨江区,建筑房产;住宅小区, 
813817,中国移动仁娇指定专营店,长河街道聚园路滨康小区7号楼,30.18174796,120.2032434,杭州市;滨江区,购物;数码家电, 
813826,仁苑7栋,长河街道建业路仁苑,30.19581783,120.1738316,杭州市;滨江区,建筑房产;住宅小区, 
813835,新河铝材小区指定铝材,仁苑商铺14,30.19450885,120.1743432,杭州市;滨江区,购物;家具家居建材,18358161300
813844,江三村十区12号楼,仁苑西北130米(滨盛路北),30.19737424,120.1719459,杭州市;滨江区,建筑房产;房产小区附属, 
813853,江三村十区8号楼,仁苑北100米(滨盛路北),30.19755562,120.172688,杭州市;滨江区,建筑房产;房产小区附属, 
814123,HABA逻辑思维,瑞立中央花城(春晓路东),30.20333569,120.2098569,杭州市;滨江区,教育学校;培训,0571-85153586
814429,江三村九区76号楼,建业路杭州毅杰商贸有限公司东南门,30.19616425,120.1773018,杭州市;滨江区,建筑房产;住宅小区, 
814438,江三村十一区10号楼,江三村十一区10号楼(滨怡路北),30.19856951,120.1802402,杭州市;滨江区,建筑房产;住宅小区, 
817093,昆仑物业水印城管理处,闻涛社区水印巷56号,30.20636445,120.1889342,杭州市;滨江区,公司企业;公司企业, 
817642,汤家桥304号楼,汤家桥304号楼(长江路东),30.16700623,120.195064,杭州市;滨江区,建筑房产;房产小区附属, 
817660,汤家桥251号楼,长河街道汤家桥村,30.16603772,120.1959865,杭州市;滨江区,建筑房产;房产小区附属, 
817687,汤家桥213号楼,长河街道汤家桥村,30.16586808,120.1962171,杭州市;滨江区,建筑房产;房产小区附属, 
817696,汤家桥19号楼,汤家桥19号楼(江虹南路西),30.16773812,120.1962771,杭州市;滨江区,建筑房产;房产小区附属, 
818614,通策广场-东门,园支一路与园支二路交叉口南50米,30.18840268,120.1602317,杭州市;滨江区,基础设施;门/出入口, 
819595,云裳(春晓店),温馨人家(春晓路东),30.20510525,120.2095761,杭州市;滨江区,购物;服饰鞋包, 
822925,水电新村三区1幢,机场公路,30.22367335,120.2178116,杭州市;滨江区,建筑房产;住宅小区, 
822934,水电新村一区10幢,风情大道,30.22594179,120.2163986,杭州市;滨江区,建筑房产;住宅小区, 
822943,水电新村三区8幢,机场公路,30.22382262,120.2170902,杭州市;滨江区,建筑房产;住宅小区, 
822952,水电新村一区22幢,风情大道,30.22580122,120.2158476,杭州市;滨江区,建筑房产;住宅小区, 
823366,长江西苑49号楼,长江西苑(立业路西),30.18257976,120.1799908,杭州市;滨江区,建筑房产;住宅小区, 
823789,杭州牙道企业管理咨询有限公司,江南大道3399号现代印象广场1幢1111室,30.1870654,120.1669919,杭州市;滨江区,公司企业;公司企业, 
824149,古子工作室,湘云雅苑21栋6单元902,30.19974323,120.2284216,杭州市;滨江区,生活服务;其它生活服务, 
825436,新浦苑8栋,浦沿杨家墩社区新浦路新浦苑,30.16375738,120.1456114,杭州市;滨江区,建筑房产;住宅小区, 
825454,来家里57号楼,浦沿来家里57号楼(新浦路西),30.16821403,120.137479,杭州市;滨江区,建筑房产;房产小区附属, 
825463,来家里69号楼,浦沿来家里69号楼(新浦路西),30.16803458,120.1378299,杭州市;滨江区,建筑房产;房产小区附属, 
825472,楼下虞196号楼,浦沿楼下虞196号楼(新浦路南),30.15484226,120.1482897,杭州市;滨江区,建筑房产;房产小区附属, 
825481,楼下虞167号楼,浦沿楼下虞167号楼(新浦路南),30.15467333,120.1489014,杭州市;滨江区,建筑房产;房产小区附属, 
825490,西新区77号楼,浦沿新浦苑北90米(浦沿路西),30.16489758,120.1457517,杭州市;滨江区,建筑房产;房产小区附属, 
825499,西新区88号楼,浦沿新浦苑北50米(浦沿路西),30.16459879,120.1464537,杭州市;滨江区,建筑房产;住宅小区, 
825508,楼下虞244号楼,浦沿楼下虞244号楼(新浦路),30.15578192,120.1481091,杭州市;滨江区,建筑房产;房产小区附属, 
825517,坂里虞166号楼,新浦路与联中街交叉口东北200米,30.16080012,120.1471559,杭州市;滨江区,建筑房产;房产小区附属, 
825526,楼下虞289号楼,浦沿楼下虞290号楼(新浦路北),30.15578463,120.1496635,杭州市;滨江区,建筑房产;房产小区附属, 
825535,来家里70号楼,浦沿来家里70号楼(新浦路西),30.16830443,120.1377396,杭州市;滨江区,建筑房产;房产小区附属, 
825544,坂里虞136号楼,新浦路与联中街交叉口东50米,30.1598999,120.1470156,杭州市;滨江区,建筑房产;房产小区附属, 
825553,坂里虞192号楼,浦沿坂里虞192号楼(新浦路东),30.16097786,120.1458422,杭州市;滨江区,建筑房产;房产小区附属, 
825562,西新区73号楼,浦沿西新区88号楼北(新浦桥西北),30.16503841,120.146243,杭州市;滨江区,建筑房产;房产小区附属, 
825571,来家墙门32号楼,浦沿来家墙门12号楼(新浦路南),30.15369156,120.1478686,杭州市;滨江区,建筑房产;房产小区附属, 
825580,坂里虞162号楼,新浦路与联中街交叉口东北200米,30.16072991,120.1470356,杭州市;滨江区,建筑房产;房产小区附属, 
825589,楼下虞288号楼,浦沿楼下虞290号楼(新浦路北),30.15578465,120.1496735,杭州市;滨江区,建筑房产;住宅小区, 
825598,坂里虞174号楼,浦沿坂里虞174号楼(新浦路北),30.16016783,120.1458122,杭州市;滨江区,建筑房产;房产小区附属, 
827398,咏仕(杨家墩街),杨家墩商业街4号楼,30.1718777,120.1459617,杭州市;滨江区,购物;服饰鞋包,18258883790
827407,琪美服饰,杨家墩社区塘外张家57号2号,30.17161455,120.1499029,杭州市;滨江区,购物;服饰鞋包, 
828100,逸天广场-停车场,浦沿逸天广场(东信大道),30.17831635,120.1325355,杭州市;滨江区,汽车;停车场, 
828127,双福东北菜馆(银爵世纪公寓南),新生高家里17号,30.17013136,120.1421312,杭州市;滨江区,美食;中餐厅, 
828172,北村发艺,西兴街道江汉东路迎春北苑29-30号商铺,30.19972282,120.21598,杭州市;滨江区,生活服务;美容美发,13567127033
828181,迎春东苑21号楼,西兴街道江陵路迎春北苑(迎春小区附近),30.19986278,120.2159499,杭州市;滨江区,建筑房产;住宅小区, 
828190,迎春小区24号楼,共联路与江汉东路交叉口南200米,30.19803403,120.2170823,杭州市;滨江区,建筑房产;住宅小区, 
828199,迎春小区45号楼,迎春路206号附近,30.19908182,120.2149981,杭州市;滨江区,建筑房产;住宅小区, 
828208,萧山心意家政,迎春路206号迎春小区3幢,30.19877345,120.2165412,杭州市;滨江区,生活服务;家政,15924154085
829108,杭州奥体博览城主体育场,奥体博览城莱蒙水榭春天东北,30.23021758,120.2229904,杭州市;滨江区,运动健身;综合体育场馆, 
829558,杭州振峰物业管理有限公司,长虹苑商铺14,30.1761872,120.1730509,杭州市;滨江区,公司企业;公司企业, 
829576,沙县美食(长江西苑),长江小区82号商铺,30.18025137,120.1808234,杭州市;滨江区,美食;小吃快餐,18966165633
829585,vivo(长江路),长江中路94号,30.17628344,120.1875629,杭州市;滨江区,购物;数码家电, 
829594,长江小区-西七门,立业路61号附近,30.18326108,120.1807329,杭州市;滨江区,基础设施;门/出入口, 
829603,傅家峙新村17号楼,长河街道长江路白马湖南100米,30.15768547,120.208227,杭州市;滨江区,建筑房产;房产小区附属, 
829612,公共厕所,萧闻公路附近,30.17778471,120.1826288,杭州市;滨江区,基础设施;公共厕所, 
829864,长兴苑小区3号楼,长兴苑3,30.18051243,120.1870711,杭州市;滨江区,建筑房产;住宅小区, 
829873,小乔女装馆,长兴苑小区(长兴路),30.18016288,120.1873219,杭州市;滨江区,购物;服饰鞋包, 
829882,冠一三区48号楼,长一路东50米,30.16979301,120.1706844,杭州市;滨江区,建筑房产;房产小区附属, 
829891,冠一三区56号楼,长一路东100米,30.16998339,120.170895,杭州市;滨江区,建筑房产;房产小区附属, 
829900,冠一一区96号楼,长一路东100米,30.16819641,120.1724698,杭州市;滨江区,建筑房产;房产小区附属, 
829909,冠一四区12号楼,长一路西150米,30.16821148,120.169842,杭州市;滨江区,建筑房产;房产小区附属, 
829918,冠一三区32号楼,长一路东100米,30.16953412,120.1712762,杭州市;滨江区,建筑房产;房产小区附属, 
829927,冠一一区122号楼,长一路东200米,30.16942722,120.1729311,杭州市;滨江区,建筑房产;房产小区附属, 
829936,冠一二区61号楼,长一路西50米,30.16791465,120.1715271,杭州市;滨江区,建筑房产;房产小区附属, 
829945,冠一一区99号楼,长一路东50米,30.1681362,120.1723595,杭州市;滨江区,建筑房产;房产小区附属, 
829954,冠一三区28号楼,长一路东150米,30.16991605,120.1723092,杭州市;滨江区,建筑房产;房产小区附属, 
829963,冠一三区43号楼,长一路东200米,30.17031581,120.1721888,杭州市;滨江区,建筑房产;房产小区附属, 
829972,冠一四区88号楼,长一路西150米,30.1695601,120.1691298,杭州市;滨江区,建筑房产;房产小区附属, 
829981,冠一四区7号楼,长一路西100米,30.16847256,120.1704237,杭州市;滨江区,建筑房产;房产小区附属, 
829999,冠一一区50号楼,西湘路与长一路交叉口北200米,30.16751826,120.1734528,杭州市;滨江区,建筑房产;房产小区附属, 
830008,冠一一区27号楼,西湘路与长一路交叉口北150米,30.16684759,120.1730818,杭州市;滨江区,建筑房产;房产小区附属, 
830017,冠一一区39号楼,西湘路与长一路交叉口北200米,30.16754879,120.1737336,杭州市;滨江区,建筑房产;房产小区附属, 
830233,浙新小区18号,滨文路北200米,30.17503651,120.139223,杭州市;滨江区,建筑房产;住宅小区, 
830242,浙新小区5号楼,滨文路646号,30.17402629,120.1390627,杭州市;滨江区,建筑房产;住宅小区, 
830719,杭州市滨江区之江家政服务社,镇前路94号附近,30.15709919,120.1465546,杭州市;滨江区,生活服务;中介机构, 
832519,浙江邮小贰科技有限公司,滨安路1180号1号楼501室,30.18868168,120.1757278,杭州市;滨江区,公司企业;公司企业, 
